focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Mary non disse perché era in ritardo.,Mary didn't say why she was late.,Mary non disse perché era in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13512568
phrase,,L'autobus arriva in ritardo.,The bus arrives late.,L'autobus arriva in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13512728
phrase,,Chiama Mary e dille che sarai in ritardo.,Call Mary and tell her you'll be late.,Chiama Mary e dille che sarai in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13515327
phrase,,Chiami Mary e le dica che sarà in ritardo.,Call Mary and tell her you'll be late.,Chiami Mary e le dica che sarà in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13515328
phrase,,Chiamate Mary e ditele che sarete in ritardo.,Call Mary and tell her you'll be late.,Chiamate Mary e ditele che sarete in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13515330
phrase,,È importante che ti metti in contatto con me al tuo arrivo a Londra per discutere i nostri programmi per il viaggio.,It's important that you get in touch with me upon your arrival in London to discuss our plans for the trip.,È importante che ti metti in contatto con me al tuo arrivo a Londra per discutere i nostri programmi per il viaggio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13527109
phrase,,L'azienda aerospaziale Airbus Group ha recentemente completato il primo volo di un aliante chiamato Perlan 2. Il Progetto Perlan intende utilizzare gli alianti per effettuare misurazioni nella stratosfera. Gli scienziati ritengono che le condizioni meteorologiche nella stratosfera influenzino il clima terrestre più di quanto si pensasse in precedenza.,The aerospace company Airbus Group recently completed the first flight of a glider it calls Perlan 2. The Perlan Project intends to use gliders to take measurements in the stratosphere. Scientists believe weather in the stratosphere affects the Earth’s climate more than they thought before.,L'azienda aerospaziale Airbus Group ha recentemente completato il primo volo di un aliante chiamato Perlan 2. Il Progetto Perlan intende utilizzare gli alianti per effettuare misurazioni nella stratosfera. Gli scienziati ritengono che le condizioni meteorologiche nella stratosfera influenzino il clima terrestre più di quanto si pensasse in precedenza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13544901
phrase,,L'azienda aerospaziale Airbus Group ha recentemente completato il primo volo di un aliante chiamato Perlan 2. Il Progetto Perlan intende usare gli alianti per effettuare misurazioni nella stratosfera. Gli scienziati ritengono che le condizioni meteorologiche nella stratosfera influenzino il clima terrestre più di quanto si pensasse in precedenza.,The aerospace company Airbus Group recently completed the first flight of a glider it calls Perlan 2. The Perlan Project intends to use gliders to take measurements in the stratosphere. Scientists believe weather in the stratosphere affects the Earth’s climate more than they thought before.,L'azienda aerospaziale Airbus Group ha recentemente completato il primo volo di un aliante chiamato Perlan 2. Il Progetto Perlan intende usare gli alianti per effettuare misurazioni nella stratosfera. Gli scienziati ritengono che le condizioni meteorologiche nella stratosfera influenzino il clima terrestre più di quanto si pensasse in precedenza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13544902
phrase,,Hai chiesto a Mary perché era in ritardo?,Did you ask Mary why she was late?,Hai chiesto a Mary perché era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13548668
phrase,,Ha chiesto a Mary perché era in ritardo?,Did you ask Mary why she was late?,Ha chiesto a Mary perché era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13548670
phrase,,Avete chiesto a Mary perché era in ritardo?,Did you ask Mary why she was late?,Avete chiesto a Mary perché era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13548671
phrase,,Mary ha chiamato per dire che sarà in ritardo.,Mary called to say that she'll be late.,Mary ha chiamato per dire che sarà in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13568271
phrase,,Quante guardie di sicurezza c'erano?,How many security guards were there?,Quante guardie di sicurezza c'erano?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13573981
phrase,,A Tom piacciono i giochi da tavolo.,Tom likes board games.,A Tom piacciono i giochi da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583091
phrase,,A Sami piacevano i giochi da tavolo.,Sami liked board games.,A Sami piacevano i giochi da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583093
phrase,,Qual è il tuo gioco da tavolo preferito?,What's your favorite board game?,Qual è il tuo gioco da tavolo preferito?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583113
phrase,,Qual è il suo gioco da tavolo preferito?,What's your favorite board game?,Qual è il suo gioco da tavolo preferito?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583114
phrase,,Qual è il vostro gioco da tavolo preferito?,What's your favorite board game?,Qual è il vostro gioco da tavolo preferito?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583115
phrase,,Giochiamo ad un gioco da tavolo.,Let's play a board game.,Giochiamo ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583133
phrase,,Giochiamo ad un gioco da tavolo domani!,Let's play a board game tomorrow!,Giochiamo ad un gioco da tavolo domani!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583141
phrase,,Antonio e Rima stavano giocando ad un gioco da tavolo.,Antonio and Rima were playing a board game.,Antonio e Rima stavano giocando ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583178
phrase,,Dovremmo giocare a dei giochi da tavolo!,We should play board games!,Dovremmo giocare a dei giochi da tavolo!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583293
phrase,,Stava giocando ad un gioco da tavolo.,He was playing board games.,Stava giocando ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583294
phrase,,I giochi da tavolo sono popolari in Germania.,Board games are popular in Germany.,I giochi da tavolo sono popolari in Germania.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583295
phrase,,Mi piace giocare ai giochi da tavolo.,I like to play board games.,Mi piace giocare ai giochi da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583297
phrase,,A me piace giocare ai giochi da tavolo.,I like to play board games.,A me piace giocare ai giochi da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583298
phrase,,A questo gioco da tavolo manca qualche pezzo.,This board game is missing a few pieces.,A questo gioco da tavolo manca qualche pezzo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583337
phrase,,"Il nostro gioco da tavolo preferito è ""Ticket to Ride"".","Our favorite board game is ""Ticket to Ride"".","Il nostro gioco da tavolo preferito è ""Ticket to Ride"".",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583339
phrase,,Il nostro gioco da tavolo preferito è Ticket to Ride.,Our favorite board game is Ticket to Ride.,Il nostro gioco da tavolo preferito è Ticket to Ride.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583340
phrase,,Tom ha giocato ad un gioco da tavolo con i suoi amici.,Tom played a board game with his friends.,Tom ha giocato ad un gioco da tavolo con i suoi amici.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583342
phrase,,Tom giocò ad un gioco da tavolo con i suoi amici.,Tom played a board game with his friends.,Tom giocò ad un gioco da tavolo con i suoi amici.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583344
phrase,,Tom ha giocato ad un gioco da tavolo con le sue amiche.,Tom played a board game with his friends.,Tom ha giocato ad un gioco da tavolo con le sue amiche.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583345
phrase,,Tom giocò ad un gioco da tavolo con le sue amiche.,Tom played a board game with his friends.,Tom giocò ad un gioco da tavolo con le sue amiche.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583348
phrase,,Tom ha giocato ad un gioco da tavolo coi suoi amici.,Tom played a board game with his friends.,Tom ha giocato ad un gioco da tavolo coi suoi amici.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583350
phrase,,Tom giocò ad un gioco da tavolo coi suoi amici.,Tom played a board game with his friends.,Tom giocò ad un gioco da tavolo coi suoi amici.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583352
phrase,,Tom ha giocato ad un gioco da tavolo.,Tom played a board game.,Tom ha giocato ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583476
phrase,,Tom giocò ad un gioco da tavolo.,Tom played a board game.,Tom giocò ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583477
phrase,,Ziri e Rima giocano a dei giochi da tavolo.,Ziri and Rima play board games.,Ziri e Rima giocano a dei giochi da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583478
phrase,,Ziri e Rima stavano giocando ad un gioco da tavolo.,Ziri and Rima were playing a board game.,Ziri e Rima stavano giocando ad un gioco da tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13583490
phrase,,Sediamoci a questo tavolo.,Let's sit at this table.,Sediamoci a questo tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13592905
phrase,,Mary ha chiamato Tom e gli ha detto che sarebbe stata in ritardo.,Mary called Tom and told him she'd be late.,Mary ha chiamato Tom e gli ha detto che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13600742
phrase,,Mary chiamò Tom e gli disse che sarebbe stata in ritardo.,Mary called Tom and told him she'd be late.,Mary chiamò Tom e gli disse che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13600744
phrase,,La cameriera sta mettendo i piatti sul tavolo.,The waitress is putting dishes on the table.,La cameriera sta mettendo i piatti sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13611265
phrase,,Mary sta facendo la sua valigia.,Mary is packing her suitcase.,Mary sta facendo la sua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13617488
phrase,,Mary ha fatto la sua valigia.,Mary packed her suitcase.,Mary ha fatto la sua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13620173
phrase,,Mary fece la sua valigia.,Mary packed her suitcase.,Mary fece la sua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13620174
phrase,,"Mary è piuttosto spesso in ritardo, vero?","Mary is quite often late, isn't she?","Mary è piuttosto spesso in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13629964
phrase,,"Mary sarà in ritardo, vero?","Mary is going to be late, isn't she?","Mary sarà in ritardo, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13629972
phrase,,Sta battendo le dita sul tavolo.,He's tapping his fingers on the table.,Sta battendo le dita sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13631064
phrase,,Mary non ha ancora fatto la sua valigia.,Mary hasn't packed her suitcase yet.,Mary non ha ancora fatto la sua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13632273
phrase,,"Persino i piccoli gesti, come un biglietto scritto a mano, possono toccarmi profondamente il cuore.","Even small gestures, like a handwritten note, can touch my heart deeply.","Persino i piccoli gesti, come un biglietto scritto a mano, possono toccarmi profondamente il cuore.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13633306
phrase,,Chiediamo a Tom se vorrebbe giocare a pallavolo con noi.,Let's ask Tom if he'd like to play volleyball with us.,Chiediamo a Tom se vorrebbe giocare a pallavolo con noi.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13633310
phrase,,Puoi bere il succo che è sul tavolo.,You can drink the juice that's on the table.,Puoi bere il succo che è sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13633936
phrase,,Si sedettero insieme al tavolo.,They sat together at the table.,Si sedettero insieme al tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13634645
phrase,,Mangiamo qui dato che quel tavolo è occupato.,We eat here since that table is occupied.,Mangiamo qui dato che quel tavolo è occupato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13636298
phrase,,"Faccio volontariato per un'organizzazione benefica locale, cosa che mi occupa le serate.","I'm volunteering for a local charity, which takes up my evenings.","Faccio volontariato per un'organizzazione benefica locale, cosa che mi occupa le serate.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13636443
phrase,,Amo la vita perché la vista degli uccelli che spiccano il volo liberi mi solleva lo spirito.,I love life because the sight of birds soaring freely uplifts my spirit.,Amo la vita perché la vista degli uccelli che spiccano il volo liberi mi solleva lo spirito.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13638324
phrase,,Mary deve annullare il suo volo.,Mary needs to cancel her flight.,Mary deve annullare il suo volo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13643175
phrase,,Mary ha bisogno di annullare il suo volo.,Mary needs to cancel her flight.,Mary ha bisogno di annullare il suo volo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13643176
phrase,,"Spesso cerca rassicurazioni, un chiaro segno della sua insicurezza.","He often seeks reassurance, a clear sign of his insecurity.","Spesso cerca rassicurazioni, un chiaro segno della sua insicurezza.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13647394
phrase,,È paraplegico e ha imparato a muoversi nel mondo con creatività e forza di volontà.,He's paraplegic and has learned to navigate the world with creativity and willpower.,È paraplegico e ha imparato a muoversi nel mondo con creatività e forza di volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13648806
phrase,,Gli amici entrano nelle nostre vite volontariamente.,Friends come into our lives voluntarily.,Gli amici entrano nelle nostre vite volontariamente.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13649732
phrase,,Le mie mani cominciano a muoversi involontariamente e non capisco perché ciò accada.,"My hands start moving involuntarily, and I don’t understand why this happens.",Le mie mani cominciano a muoversi involontariamente e non capisco perché ciò accada.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13651645
phrase,,Risposero con sicurezza che stavano bene.,They confidently replied they were well.,Risposero con sicurezza che stavano bene.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13668602
phrase,,Le guardie di sicurezza non hanno avuto altra scelta che allontanarlo dall'area.,The security guards had no choice but to remove him from the area.,Le guardie di sicurezza non hanno avuto altra scelta che allontanarlo dall'area.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13670096
phrase,,Le guardie di sicurezza lo hanno scortato fuori dall'edificio senza alcuna esitazione.,The security guards escorted him out of the building without any hesitation.,Le guardie di sicurezza lo hanno scortato fuori dall'edificio senza alcuna esitazione.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13670103
phrase,,Il forte trambusto ha portato alla sua immediata espulsione dai locali da parte della sicurezza.,The loud commotion led to his immediate ejection from the premises by security.,Il forte trambusto ha portato alla sua immediata espulsione dai locali da parte della sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13670155
phrase,,La sua curiosità lo porta a fare volontariato e ad aiutare le comunità intorno al globo.,His curiosity leads him to volunteer and help communities around the globe.,La sua curiosità lo porta a fare volontariato e ad aiutare le comunità intorno al globo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13682413
phrase,,Questo è il mio passaporto.,This is my passport.,Questo è il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13683430
phrase,,"Cosa sono questi? ""Il mio telefono, il mio passaporto, il mio biglietto, i miei occhiali, il mio orologio e il mio portafoglio.""","What are these? ""My phone, my passport, my ticket, my glasses, my watch, and my wallet.""","Cosa sono questi? ""Il mio telefono, il mio passaporto, il mio biglietto, i miei occhiali, il mio orologio e il mio portafoglio.""",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13683944
phrase,,"Il professore mi ha rimproverato per il mio ritardo, ma non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.","The professor scolded me for my tardiness, yet he said nary a word when his favorite student showed up ten minutes after I arrived.","Il professore mi ha rimproverato per il mio ritardo, ma non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13689592
phrase,,"Il professore mi ha rimproverata per il mio ritardo, ma non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.","The professor scolded me for my tardiness, yet he said nary a word when his favorite student showed up ten minutes after I arrived.","Il professore mi ha rimproverata per il mio ritardo, ma non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13689593
phrase,,"Il professore mi ha rimproverato per il mio ritardo, però non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.","The professor scolded me for my tardiness, yet he said nary a word when his favorite student showed up ten minutes after I arrived.","Il professore mi ha rimproverato per il mio ritardo, però non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13689594
phrase,,"Il professore mi ha rimproverata per il mio ritardo, però non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.","The professor scolded me for my tardiness, yet he said nary a word when his favorite student showed up ten minutes after I arrived.","Il professore mi ha rimproverata per il mio ritardo, però non ha detto una parola quando il suo studente preferito si è presentato dieci minuti dopo il mio arrivo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13689595
phrase,,"Con l'arrivo della pioggia, è importante rimanere informati sugli aggiornamenti meteo di oggi.","With the rain coming, it’s important to stay informed about weather updates today.","Con l'arrivo della pioggia, è importante rimanere informati sugli aggiornamenti meteo di oggi.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13692675
phrase,,Mary mi ha chiesto di incontrarla in aeroporto.,Mary asked me to meet her at the airport.,Mary mi ha chiesto di incontrarla in aeroporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693136
phrase,,Mary mi chiese di incontrarla in aeroporto.,Mary asked me to meet her at the airport.,Mary mi chiese di incontrarla in aeroporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693137
phrase,,Come diavolo è successo?,How the hell did that happen?,Come diavolo è successo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693706
phrase,,Perché diavolo dovrei farlo?,Why the hell should I do that?,Perché diavolo dovrei farlo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693707
phrase,,Perché diavolo lo dovrei fare?,Why the hell should I do that?,Perché diavolo lo dovrei fare?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693708
phrase,,Dove diavolo è Matt?,Where the hell is Matt?,Dove diavolo è Matt?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693709
phrase,,Al diavolo il re!,To hell with the king!,Al diavolo il re!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693710
phrase,,Diavolo no!,Hell no!,Diavolo no!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693736
phrase,,Che diavolo!,What the hell!,Che diavolo!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693751
phrase,,Che diavolo è quello?,The hell is that?,Che diavolo è quello?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693757
phrase,,Al diavolo la neutralità!,To hell with neutrality!,Al diavolo la neutralità!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693758
phrase,,Al diavolo i confini!,To hell with borders!,Al diavolo i confini!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693759
phrase,,Al diavolo la fisica!,The hell with physics!,Al diavolo la fisica!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693763
phrase,,Al diavolo lui!,The hell with him!,Al diavolo lui!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693770
phrase,,Al diavolo le convenzioni!,To hell with conventions!,Al diavolo le convenzioni!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693771
phrase,,Al diavolo il sistema!,To hell with the system!,Al diavolo il sistema!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693777
phrase,,Al diavolo il diavolo!,To hell with the devil!,Al diavolo il diavolo!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693778
phrase,,Dove diavolo siamo?,Where the hell are we?,Dove diavolo siamo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693779
phrase,,Mary ha chiamato Tom per dire che sarebbe stata in ritardo.,Mary called Tom to say she'd be late.,Mary ha chiamato Tom per dire che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693846
phrase,,Mary chiamò Tom per dire che sarebbe stata in ritardo.,Mary called Tom to say she'd be late.,Mary chiamò Tom per dire che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13693847
phrase,,Mary ha detto a Tom che sarebbe stata in ritardo.,Mary told Tom that she'd be late.,Mary ha detto a Tom che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13696779
phrase,,Mary disse a Tom che sarebbe stata in ritardo.,Mary told Tom that she'd be late.,Mary disse a Tom che sarebbe stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13696780
phrase,,Mary ha detto a Tom che pensava che John sarebbe stato in ritardo.,Mary told Tom that she thought John would be late.,Mary ha detto a Tom che pensava che John sarebbe stato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13703202
phrase,,Mary disse a Tom che pensava che John sarebbe stato in ritardo.,Mary told Tom that she thought John would be late.,Mary disse a Tom che pensava che John sarebbe stato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13703203
phrase,,Mary si è dimenticata di rinnovare il suo passaporto.,Mary forgot to renew her passport.,Mary si è dimenticata di rinnovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714384
phrase,,Mary si è scordata di rinnovare il suo passaporto.,Mary forgot to renew her passport.,Mary si è scordata di rinnovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714385
phrase,,Mary si dimenticò di rinnovare il suo passaporto.,Mary forgot to renew her passport.,Mary si dimenticò di rinnovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714386
phrase,,Mary si scordò di rinnovare il suo passaporto.,Mary forgot to renew her passport.,Mary si scordò di rinnovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714387
phrase,,Ho dimenticato il mio passaporto.,I forgot my passport.,Ho dimenticato il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714388
phrase,,Ho scordato il mio passaporto.,I forgot my passport.,Ho scordato il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714389
phrase,,Dimenticai il mio passaporto.,I forgot my passport.,Dimenticai il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714390
phrase,,Scordai il mio passaporto.,I forgot my passport.,Scordai il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714391
phrase,,Sami non ha il passaporto.,Sami has no passport.,Sami non ha il passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714392
phrase,,Hanno rubato il mio passaporto.,They stole my passport.,Hanno rubato il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714393
phrase,,Rubarono il mio passaporto.,They stole my passport.,Rubarono il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714394
phrase,,Yanni ha un passaporto.,Yanni has a passport.,Yanni ha un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714395
phrase,,Ha perso un passaporto.,She lost a passport.,Ha perso un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714396
phrase,,Il passaporto è scaduto.,This passport has expired.,Il passaporto è scaduto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714397
phrase,,Perse un passaporto.,She lost a passport.,Perse un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714398
phrase,,Ho bisogno del mio passaporto.,I need my passport.,Ho bisogno del mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714474
phrase,,Mi serve il mio passaporto.,I need my passport.,Mi serve il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714475
phrase,,Chi ha preso il tuo passaporto?,Who took your passport?,Chi ha preso il tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714476
phrase,,Chi ha preso il suo passaporto?,Who took your passport?,Chi ha preso il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714477
phrase,,Chi ha preso il vostro passaporto?,Who took your passport?,Chi ha preso il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714478
phrase,,Dov'è il mio passaporto?,Where's my passport?,Dov'è il mio passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714479
phrase,,Chi ha il tuo passaporto?,Who has your passport?,Chi ha il tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714480
